Survey ResponseID,Prime,Free Trial,Email CTC,Display Ad CTC,Video Ad CTC,Search Engine Ad CTC,Social Media Ad CTC,Average CTC,Express Shipping,Cart Abandonment Rate,Check Review,Refund rate,Time in Cart,Time on Page,RFM
R_0exEFdj5YTDEgqB,1,1,0.2189556608076139,0.03270590873702477,0.0,0.0,0.0,0.050582432783677245,1.0,0.7193100188725517,0,0.1859315938672047,3.580314378734205,0.238687625248947,322
R_0f8u2tSB99LkgCt,1,1,0.0,0.03264309042506119,0.01060145372386903,0.038768978700251214,0.0,0.0,1.0,0.6099515361916886,0,0.10451158429726036,3.0101848312449504,0.20067898874966336,332
R_0icLDXwMGw8dAqd,1,1,0.0,0.025003036402290933,0.0,0.0,0.0,0.0,1.0,0.7427138175982686,0,0.239296245171457,3.039171342483856,0.20261142283225705,223
R_0ik28Zx98AWSuWd,1,1,0.0,0.0,0.0,0.02009925674073485,0.0,0.0,1.0,0.6298749740277825,0,0.10108307871407936,5.4413059419071566,0.3627537294604771,333
R_0jFt3K3i4558lbj,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6876018216458234,0,0.24021689983191472,11.158917462912816,0.7439278308608545,333
R_0lebhxAsUG3SsAp,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6873264372751546,0,0.11642944208178053,8.48305600170505,0.5655370667803367,213
R_0oBzc3D8v94kGiZ,0,0,0.18907312019256534,0.0,0.0,0.0,0.0,0.03865187647352626,0.38333333333333336,0.6954048595452309,0,0.14433206714652624,5.163344888309123,0.3442229925539415,222
R_0pRmRjHkwStzNQJ,1,1,0.0,0.0,0.020427486235411876,0.051342239056761885,0.0,0.0,1.0,0.6512072511443918,0,0.19844070699640096,14.19556310849698,0.9463708738997987,332
R_0pwPNbvgpZlir2V,0,1,0.0,0.0,0.0,0.0,0.011031541543539651,0.0,0.4375,0.7606600705346008,0,0.2603142275911655,2.25351793091008,0.15023452872733867,213
R_10AYiyZ8qGWd6td,0,1,0.08575614124040316,0.042501338410429856,0.0,0.0,0.0,0.02802498589354848,0.6136363636363636,0.5972696154753218,0,0.12076966983540187,5.182732680036034,0.34551551200240227,213
R_10AtO7bUfe8iWYK,0,1,0.05474597650630751,0.0,0.09304824878487104,0.11806593635710722,0.0,0.05420411880232112,0.5136363636363637,0.7276342415628061,0,0.20764394568548594,6.844158273312706,0.45627721822084705,232
R_10GfwNctrOL9e2t,1,1,0.0,0.047476811198856314,0.022136397691295006,0.0,0.0,0.0,1.0,0.6699452414869992,0,0.14662929847571587,9.134020317896624,0.608934687859775,332
R_10HuhR86y7hZJYL,1,1,0.0,0.0,0.00972759651886754,0.0,0.0,0.0,1.0,0.7024916185038812,1,0.12605716189580818,23.06904016546368,1.537936011030912,323
R_10JcbruZLDf9fy2,0,1,0.0364703758483724,0.0,0.05990180931873011,0.0,0.0,0.0,0.47107438016528924,0.7207011457593371,0,0.26225971560540384,3.3410379319303543,0.2227358621286903,322
R_10MFxyIhsIDW0nP,0,1,0.09042337142813177,0.0,0.0,0.17138805989501985,0.0,0.05240934853468117,0.4838709677419355,0.6434967269316381,0,0.15101425511325456,10.830437325496916,0.7220291550331277,322
R_10PDLObOugOU8tc,1,1,0.04383838410998424,0.0,0.037746044652280174,0.03986771653519273,0.011535140976967858,0.026597538787183888,1.0,0.6950875456572125,0,0.12924581053145456,13.462570819646409,0.8975047213097606,312
R_10Uv2LWb4NJfaPq,1,1,0.0,0.011834183133453479,0.0,0.189997639632277,0.0,0.04337033000737245,1.0,0.6995421406276019,0,0.20043333325110568,0.7134577463461281,0.047563849756408545,113
R_10VPzfUmqBTJEiC,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6669850163524759,0,0.07472132551316611,14.029995309744152,0.9353330206496101,332
R_10YnFpDzlwQlmrX,1,1,0.0,0.020711304176358837,0.0,0.0,0.0,0.0,1.0,0.6694658122571405,0,0.15003364765200058,2.8044187796612463,0.18696125197741642,322
R_10qrHohvVyRhmA4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7199228640142146,0,0.2139304009902465,1.0089589631895637,0.06726393087930424,233
R_10rsQ6SV3iE7hfu,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6096740990668993,1,0.039272201215244995,44.60531690260396,2.973687793506931,322
R_10wSqGFumZGSTmH,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5439592851887944,1,0.1035950381978849,50.55945513691759,3.3706303424611725,122
R_111J2YLIGckNIeJ,1,1,0.0,0.02475428470153915,0.0,0.0,0.013947009452193708,0.0,1.0,0.6750196464009378,1,0.15128447651747864,24.78497359219315,1.6523315728128767,322
R_111Pbqb8YG1rP4o,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7033959420002143,0,0.2616107019429393,5.4493178995313745,0.3632878599687583,321
R_11XEE8cl6xnH3oW,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8367869656049137,0,0.4552941054124637,1.5416597250375936,0.10277731500250624,311
R_11ZpeDj8UiavB9G,1,1,0.0,0.0,0.0,0.029602721260252266,0.01214179204619332,0.0,1.0,0.6986167731797367,0,0.11208630697389992,17.291261446479925,1.1527507630986618,121
R_11cJ3be1pQV32hb,0,1,0.20966509361735372,0.14355273564604046,0.008567076824779633,0.0,0.0,0.07329635695036127,0.52,0.623097479623032,0,0.05651072283487219,8.701362638780974,0.5800908425853983,222
R_11gymhOPZz4baOa,1,1,0.0,0.06070440400309642,0.0,0.0,0.07888028413227695,0.028312648255224514,1.0,0.551695104485194,0,0.0655563523500923,1.9522835093167297,0.13015223395444864,331
R_11i7d5PEuwRPPSj,0,1,0.0,0.0,0.006254191190667771,0.0,0.0,0.0,0.5588235294117647,0.690892205914709,0,0.12176400653460431,10.253208422012252,0.6835472281341501,311
R_1252079aMA9rWUV,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.8109783141206945,0,0.36269965604863313,0.5249058216521862,0.034993721443479085,222
R_128SoytOm4LO2kk,1,1,0.0,0.02428300009238676,0.0,0.0,0.0,0.0,1.0,0.6112513170887981,1,0.05155972681986803,36.00634331089536,2.400422887393024,223
R_129jUlsvVcVBDur,1,1,0.0,0.03143337658383504,0.07306330281091702,0.0,0.0,0.02094274657133831,1.0,0.6635244664892427,0,0.17287111309182587,4.491866652610291,0.2994577768406861,332
R_12DXU1DfwUF0Aq5,1,1,0.0,0.022220413608493292,0.0,0.0,0.0,0.0,1.0,0.7067567915431935,0,0.22194399032955545,16.293836978474705,1.0862557985649803,322
R_12EeuI1AdMnuvET,1,1,0.0,0.0,0.009872608369151895,0.0,0.0,0.0,1.0,0.6565076521859845,0,0.11195052627065481,5.603198724864355,0.37354658165762367,333
R_12EhwlBIzVNKK2P,1,1,0.0,0.01977661318221208,0.0,0.0421682530694368,0.0,0.0,1.0,0.7624829823428718,0,0.2566060372229219,11.01166343863843,0.7341108959092286,323
R_12KdI9rASwBsy9C,0,1,0.07913918812517926,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.7472424001220315,0,0.35735313581548517,11.868356969726964,0.7912237979817975,322
R_12L1tdacu5Cc4GE,1,1,0.0,0.0,0.0,0.0,0.03133018640817874,0.0,1.0,0.6018852754930129,0,0.07679634246665017,3.065828992618586,0.20438859950790575,232
R_12QFQ7lCIls8sRd,1,1,0.11802376685828168,0.0,0.0,0.0,0.06283500461994497,0.03735493242084971,1.0,0.717346783835321,1,0.2624302623869329,52.3921069910434,3.4928071327362264,332
R_12Qo1HO9MWmZ5Az,1,1,0.0,0.1915949535987038,0.0,0.0,0.0,0.04141984702886558,1.0,0.7442137913091367,1,0.19556788057525773,22.383680657072112,1.4922453771381408,333
R_12ljGcF6IQM7Tee,1,1,0.0,0.0,0.0,0.05611985401362734,0.0,0.0,1.0,0.6776348446808005,1,0.16028573444351907,42.07641628937373,2.8050944192915823,312
R_12mMk3Dq3Oo4HJb,1,1,0.0,0.0,0.0,0.048591741234610866,0.0,0.0,1.0,0.6070791311060679,1,0.1277341376913723,33.78227996301295,2.2521519975341966,322
R_12nXZsYjzaL70kr,1,1,0.04847942500362652,0.0,0.006256579480819102,0.04403540329782105,0.0,0.0,1.0,0.7830800472603711,0,0.30814973224661024,13.665816185749126,0.911054412383275,311
R_12osmPZNBfvNohz,1,1,0.11768111341530357,0.0,0.0,0.0,0.0,0.025080329716272685,1.0,0.6185664251536355,1,0.0772703974416879,38.24153068904108,2.549435379269405,322
R_12sOXAypdX0UEMp,0,1,0.0,0.0,0.014576994582916078,0.0,0.013577107738759751,0.0,0.4,0.6453287259694708,0,0.13324532643225442,1.3898318842967343,0.09265545895311562,113
R_1BNwZP0DdTOa4rT,1,1,0.10563257418092237,0.0,0.0,0.024632726008069997,0.0,0.02679805185537882,1.0,0.7285771493814005,0,0.2374767286779089,3.272020419469012,0.21813469463126745,332
R_1BSmAJ72u4DLEly,1,1,0.4416613389782809,0.0,0.006740603495514686,0.0,0.03689485052656473,0.0971838471328968,1.0,0.7714483466036376,0,0.16763093011289115,0.6942294853024793,0.046281965686831954,212
R_1C1uOKUbDpVlGeM,0,1,0.022922320065111267,0.0,0.012481171644525698,0.04324549452691653,0.0,0.0,0.4722222222222222,0.7926873807453081,0,0.28426890957007045,5.902981302046302,0.3935320868030868,322
R_1C4nKyrv0w2thJn,1,1,0.0,0.026650809436459623,0.0,0.021462489356411523,0.052351523757316824,0.020808120126044917,1.0,0.6519381533230438,0,0.09845209124337917,7.381954376913279,0.4921302917942186,333
R_1C7NqhhPa152vIZ,0,1,0.15877474251202317,0.0,0.0,0.0,0.12404895646455895,0.05675572585142413,0.5161290322580645,0.7809297604887672,0,0.2565385967762729,4.748406648132385,0.3165604432088257,323
R_1CDqTWLWIk642Vp,1,1,0.0,0.011217593011427714,0.0,0.0,0.0,0.0,1.0,0.6820967734818384,1,0.23892619348790683,26.46836797861401,1.764557865240934,332
R_1CDsrhMg50NRqDR,0,1,0.0,0.0,0.0,0.29577863886133404,0.0436834270775256,0.06975700998559989,0.6,0.6924216682846647,0,0.20992105555586457,6.618404992948053,0.44122699952987016,113
R_1CEeWOcxWHKG89k,1,1,0.0,0.02771448646839584,0.0,0.0,0.0,0.0,1.0,0.48377154541670425,0,0.09958912341783038,4.947042602013738,0.3298028401342492,113
R_1CIOVoUy3w1iF6O,0,1,0.07443610021783728,0.027797223704256774,0.0,0.04454845848818963,0.0,0.029356814245141572,0.39473684210526316,0.7020123742472703,0,0.24764447034254017,11.73610624811619,0.782407083207746,222
R_1CIQjlABWt7jZWc,1,1,0.041045409258588794,0.0,0.0,0.0,0.0,0.0,1.0,0.6853197555689391,0,0.11967674783588418,2.278472217309433,0.15189814782062885,331
R_1CIacB07yGtR0gk,1,1,0.0,0.0,0.0,0.03976971198163694,0.0,0.0,1.0,0.8791595757610722,1,0.6080208404753062,24.307253936620967,1.6204835957747312,122
R_1CJ6LgP7rtL24ny,1,1,0.04501656855104485,0.0,0.0,0.0,0.0,0.0,1.0,0.6071848096472326,0,0.10286119036794947,1.162138032169635,0.07747586881130901,312
R_1Cew4e6dmKZSryU,1,1,0.0,0.0,0.0,0.15872895930958586,0.0,0.032582282609626076,1.0,0.6231262250945965,1,0.09650857742878025,65.0121950938098,4.33414633958732,212
R_1CjWIsByjtP0GxZ,1,1,0.025825434637010043,0.026367241583274484,0.20703683941095385,0.02487772012553156,0.0,0.05682145110009699,1.0,0.7490505528937045,1,0.22314439430077615,22.19225664362267,1.4794837762415114,332
R_1CjrqlIqihbkYgk,0,0,0.0,0.0,0.0,0.0,0.038055524880070586,0.0,0.47115384615384615,0.5871803465607864,0,0.03243050681548525,3.3230916075882893,0.22153944050588595,332
R_1ClqO4ZMDuwGjfl,1,1,0.0,0.0208526353246983,0.0,0.0,0.0,0.0,1.0,0.6756747409195057,0,0.1138728149615104,0.08306130563903212,0.005537420375935475,332
R_1CwjzRpr3YtQm10,0,0,0.07933931511840203,0.0,0.05279250026290085,0.0,0.0,0.028249459116175712,0.4827586206896552,0.6690786883121341,1,0.1920193941066167,25.34845166229189,1.689896777486126,323
R_1CyB9f5zdimvkgY,1,1,0.17409325750006852,0.4018003482834147,0.0,0.02129249986246083,0.0,0.12076436575663155,1.0,0.727893471209455,1,0.16534194075761968,18.40643861080567,1.2270959073870447,222
R_1DBjajUfMYmS4cI,1,1,0.0,0.1261246900310016,0.0,0.0,0.0,0.03019399363045202,1.0,0.5769046150369854,1,0.058100136757190946,19.584943631819986,1.305662908787999,111
R_1DJdUrYA1I0QAKh,1,1,0.28257347166272107,0.0,0.0,0.09665559955503293,0.0,0.07626409446964014,1.0,0.7240455222717891,1,0.34679570689570666,22.128217890652703,1.4752145260435134,331
R_1DLRE54vbCjvb6t,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7952224568555272,0,0.3770520818325154,1.1539389827069453,0.07692926551379635,332
R_1DO3QSVDoDTYM4y,0,1,0.037271523915005905,0.0,0.0,0.0,0.13414263156640008,0.035412257162631564,0.375,0.6723014658189087,0,0.19038240858392563,6.658390086243487,0.4438926724162325,311
R_1DTocDmr98DeSu5,1,1,0.08664923239429081,0.07194812607536451,0.0,0.044104975592655894,0.0,0.04069721237891523,1.0,0.610651194765784,0,0.005944749928860903,1.8472515690667448,0.12315010460444965,332
R_1DYWdbAMt6LyCZH,1,1,0.025581233621483197,0.0,0.0,0.02929567510943618,0.0,0.0,1.0,0.8440336059633031,1,0.4868868426598127,29.82794357487334,1.9885295716582227,131
R_1DYjkc1gJNvrzzL,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8395275006277095,0,0.463408790804092,14.644517875685612,0.9763011917123741,323
R_1DonBwcSlvKQtt9,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624753217082946,0,0.08357951099964701,6.027282018769514,0.401818801251301,321
R_1DqZfuFgEoydLGw,0,1,0.0,0.0,0.014537142271417303,0.0,0.06631385174620252,0.0,0.4943820224719101,0.7326075265364995,0,0.2105055174160367,0.9850209870717433,0.06566806580478289,322
R_1DuNz7P7ow9xvT2,0,0,0.05638644138344286,0.0,0.0,0.0,0.0,0.0,0.48214285714285715,0.8330870550903625,0,0.4631293917736651,5.587325256155306,0.3724883504103537,321
R_1DuoH6Bkf22R6Ck,1,1,0.0,0.0,0.0,0.0,0.018593294369273754,0.0,1.0,0.657348042991501,0,0.14381977005504779,5.899713197761971,0.39331421318413134,322
R_1Duw20LaOXMnKSN,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.756229303353571,1,0.24915108176067746,19.618136759366113,1.3078757839577408,222
R_1E09cCgzMzFPS25,1,1,0.05549787036174903,0.0,0.01718558207343156,0.0,0.0,0.0,1.0,0.6177026748848585,0,0.10094444604960391,15.2233403838903,1.01488935892602,322
R_1E0ZZlhukNsNc7w,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7214197056295562,1,0.2618278438659739,32.733778686022724,2.1822519124015147,113
R_1E3TJBNJVtr3tcD,1,1,0.0,0.0,0.0,0.022069181469650614,0.0,0.0,1.0,0.7056985872210824,0,0.12636896785711585,9.585992000644646,0.6390661333763098,333
R_1E53RXpod4qfyA7,0,1,0.029926979223336505,0.0,0.0,0.0,0.10391956040903214,0.029734810578096044,0.4875,0.6952856828216087,0,0.1754869509965589,1.9105859042325286,0.1273723936155019,322
R_1E5RqOd5LIHJqSq,0,1,0.15803667409788402,0.0,0.008698405907716472,0.06543084749013031,0.0,0.04713944518963072,0.5263157894736842,0.7397212148594079,1,0.2536289719421624,18.73689516474899,1.2491263443165994,322
R_1E5U50Tc4uzCeY2,1,1,0.0,0.012070705827909494,0.08332788845860836,0.025375379424119514,0.0,0.026579672843573397,1.0,0.686391153786948,1,0.22578380209762328,21.455891296152963,1.430392753076864,112
R_1E6GWpRjzjM8bNK,1,1,0.09913382442545875,0.0,0.0,0.039430436538449645,0.0,0.028697061455450375,1.0,0.7541043889371525,0,0.32623924741847654,12.358312423287432,0.8238874948858288,312
R_1E7ooGdyrfxLePW,0,1,0.12260429701810124,0.0,0.0,0.0,0.0,0.025574556234086342,0.41304347826086957,0.7262754354781196,1,0.22429308202308096,22.108349500820466,1.4738899667213645,211
R_1Eb0TuKdBzAPRU5,1,1,0.0,0.03271352589578693,0.0,0.02746478497126825,0.0,0.0,1.0,0.5209830005469352,0,0.06195208843830305,10.212220972654169,0.6808147315102779,222
R_1Eizh6ntwqDN9K1,1,1,0.0,0.0,0.0,0.02263424349322401,0.06784184062414973,0.021281734714499158,1.0,0.701546223872974,0,0.2609231522568822,11.095182581659005,0.739678838777267,322
R_1F2tvNSRK2zrouN,1,1,0.06713310260749795,0.0,0.0,0.05274729528828556,0.0,0.024131282343200083,1.0,0.7627260332206165,0,0.23140446408325596,8.36721290862641,0.5578141939084273,322
R_1F35QiIK5csZBEC,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7523562403212078,0,0.29959081411716687,0.3862166098517059,0.02574777399011373,332
R_1F57CbiIhh4rOKq,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44285714285714284,0.7574452069202513,0,0.26109388497761976,1.7125115278779877,0.11416743519186584,222
R_1F5LdE5ipIiHqwA,1,1,0.02756457291706483,0.05014381788810102,0.0,0.0,0.0,0.0,1.0,0.7474594220084685,0,0.23760132306893317,0.4790052193958073,0.03193368129305382,312
R_1F8kBHmvN5XyD9g,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666843608192965,0,0.1292495542180878,15.175943263913242,1.0117295509275495,222
R_1FCKkx02ayJ8GvV,1,1,0.24504137024480444,0.05189119385305056,0.0,0.0,0.0,0.05938918850347876,1.0,0.7387122676705864,0,0.10002598960126691,5.6609506319264975,0.37739670879509984,331
R_1FCYNIyA9OC3dAo,1,1,0.04703187548608336,0.03278582126955048,0.0,0.0,0.0,0.0,1.0,0.6862368730408183,0,0.12360273168704085,10.65655765701285,0.7104371771341901,332
R_1FILvmI2ZEKHPPR,1,1,0.08204728892539978,0.0,0.0,0.0,0.035457340668128445,0.024658842972471513,1.0,0.7488343935510723,1,0.2867703065686988,35.71898294768963,2.3812655298459755,323
R_1FJHvQm83j8lK35,1,1,0.025457284424958326,0.03641454883130244,0.0,0.0,0.0,0.0,1.0,0.7225723268288675,0,0.19563728233230276,4.301082344749475,0.28673882298329834,323
R_1FPtnyDUi83F045,1,1,0.0,0.010792053722421247,0.0,0.0,0.0,0.0,1.0,0.7706473266824692,0,0.2679047004160097,7.924229623240089,0.5282819748826726,212
R_1FQHtC65uMiLsjT,1,1,0.07284433967620346,0.0,0.0,0.0,0.0,0.0,1.0,0.6720666883936482,1,0.15488289187231655,21.13123721307875,1.4087491475385834,331
R_1FRQDBoks93vPCz,1,1,0.06280570659189542,0.028670153858944857,0.0,0.0,0.0,0.0,1.0,0.7128220226353679,0,0.2057008582105658,3.8970773537609107,0.25980515691739403,332
R_1FWSWSjBuPMvSgx,0,0,0.0,0.010097180266604555,0.0,0.0,0.0,0.0,0.4533333333333333,0.6716976956683405,0,0.16315587061257306,1.2015641782526454,0.08010427855017636,121
R_1FfETqbn5GhKwYj,0,1,0.034033167531647215,0.0,0.0,0.0,0.2923878417273856,0.06569492518450137,0.5,0.8238642723196186,0,0.4883892833898439,5.132104558305856,0.3421403038870571,222
R_1Ffcx0CMHqog6G8,1,1,0.051211416773141526,0.010503100408279198,0.0,0.04333337110324735,0.0,0.021009578389607316,1.0,0.826893908244299,0,0.49615324555502677,2.6371253775009427,0.17580835850006285,332
R_1FgFVnfjrowZz1l,1,1,0.02687253638261929,0.0,0.0,0.0,0.1272535274810737,0.03227596486916943,1.0,0.6368439912140914,1,0.03595715832278398,39.82425128820937,2.6549500858806248,333
R_1Fqx3JMV50VhGvZ,1,1,0.03465468442688345,0.0,0.0,0.026378091575904598,0.019604156327853176,0.0,1.0,0.5956587324902557,1,0.1392309408333947,24.763306207268542,1.6508870804845694,323
R_1FrdQkXjcUod40Z,1,1,0.0800393956414879,0.0,0.009214477044119243,0.0,0.0,0.020048973032134897,1.0,0.6269576588032763,0,0.08850074454579683,15.052412857807965,1.003494190520531,322
R_1FvyK0jRfjYmXQd,1,1,0.0,0.0,0.0,0.061382889693500586,0.0,0.0,1.0,0.51005592660364,1,0.04315027335323785,30.772795957812196,2.051519730520813,322
R_1FwushWdNnxMnwa,1,1,0.2465369199260007,0.0,0.06809121832445217,0.0,0.0,0.06461067415460418,1.0,0.7786833571840047,1,0.34739871977281256,24.419534111108348,1.6279689407405564,121
R_1Fyt6rHyiQcVOT8,1,1,0.032381609743465045,0.0,0.0,0.05539776990860636,0.09151214120203047,0.03646231182728908,1.0,0.5199563511708621,0,0.3416028109383282,3.097432145379586,0.20649547635863907,233
R_1Fz9yYKcVxPaD7n,1,1,0.06152613671408044,0.0,0.0,0.0,0.026160037968150442,0.0,1.0,0.6151467206534548,1,0.3195430478238891,33.46220107853342,2.230813405235561,332
R_1FzILFUkhEqt8k1,1,1,0.0,0.14687501302191247,0.0,0.07542096318394527,0.0,0.04546584612646683,1.0,0.7011607232199538,0,0.21158796889852197,11.62649852949258,0.775099901966172,232
R_1GCwpR4TbUNRunu,0,0,0.0,0.0,0.0,0.0,0.17481018714852137,0.035170589468295654,0.16666666666666666,0.6405015913859199,1,0.24266998133713233,24.710224369553494,1.6473482913035662,212
R_1GH7N5dBHvUlsG0,0,1,0.2170712631518014,0.0,0.08041343993533412,0.45924915293254,0.0,0.15136879807651266,0.4444444444444444,0.6749655834154283,1,0.34845858283236253,33.96363973929347,2.2642426492862313,213
R_1GHRqNeLfZhykV2,1,1,0.0,0.05315930787614338,0.033261849083292355,0.10554205813890238,0.014335316961510762,0.04184758003528118,1.0,0.5357943186934438,0,0.23243346845964158,5.7409607462747765,0.38273071641831846,331
R_1GJh487BwGHUzGO,1,1,0.05324106621371005,0.029770252378494698,0.0,0.0,0.0,0.0,1.0,0.7571278045126242,0,0.11745322259401564,1.7488824018577624,0.11659216012385083,323
R_1GP6FxkWgiZPf0s,1,1,0.03617115077307758,0.0,0.0,0.12110285393208535,0.0,0.03156367560774838,1.0,0.6794159780047595,0,0.3335586269357612,3.8803011920907204,0.25868674613938136,333
R_1GUnaIBNtPG7cDs,1,1,0.0,0.08926829727824381,0.0,0.0,0.0,0.0,1.0,0.642837172003618,0,0.26736738872317656,8.355865391229216,0.5570576927486144,332
R_1GVPS4RDaK1CXl9,0,1,0.09988556025447376,0.0,0.0,0.0,0.012255105008407204,0.022806854273710382,0.4444444444444444,0.8463933563869894,1,0.05062122621552328,25.557445899584177,1.703829726638945,212
R_1GVsIStj8gTkbIE,1,1,0.03110016373164347,0.016941049486691617,0.0,0.0,0.0,0.0,1.0,0.6428518357897671,1,0.17849234127225577,29.5701745781975,1.9713449718798333,332
R_1GZy78Wx8EqIpUZ,1,1,0.02480669409098331,0.015229454419350716,0.0,0.0,0.0,0.0,1.0,0.8414279959142948,0,0.11766282239837585,0.10464613772475971,0.006976409181650647,332
R_1H2C6LKN5sYiPMS,1,1,0.289401844514483,0.0,0.0,0.0,0.0,0.05924523943451376,1.0,0.6240331464223372,0,0.31394898238149527,10.723142390078337,0.7148761593385558,321
R_1H2GHIU38Oascte,1,1,0.09657853066211594,0.0,0.0,0.0,0.0,0.02112501545535729,1.0,0.6059259541291506,0,0.15811639817166603,8.104099813780069,0.5402733209186713,322
R_1H62mXmUtez2cIy,1,1,0.0818311786758496,0.0,0.0,0.0,0.0,0.0,1.0,0.7791859864554413,0,0.10035914635465125,3.7675100741373675,0.2511673382758245,211
R_1H6R8vRtVJI4SFg,1,1,0.0,0.0,0.0,0.05516317750585051,0.0,0.0,1.0,0.6367390120714044,0,0.32465254106862546,1.9152058731847021,0.1276803915456468,332
R_1H7fdZFFkwr8HKx,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44966442953020136,0.7351021167752483,0,0.11359059518691125,6.178628697936487,0.41190857986243246,322
R_1H7zBXFz4gN1Ezl,1,1,0.0,0.05479204509646679,0.0057985822945284884,0.0,0.0,0.0,1.0,0.7680528502386866,1,0.053637819748252595,42.94681684036725,2.8631211226911497,222
R_1Hena1rUph3TnA3,1,1,0.05153145171770936,0.14613263157277892,0.0,0.09018523720125399,0.1092788589666667,0.07944922238045213,1.0,0.7754774699659153,0,0.22483877030520985,5.855757043222116,0.3903838028814744,332
R_1HerhOnGTMWUefJ,0,1,0.0,0.015751217622917743,0.00693305277329709,0.0,0.0,0.0,0.4107142857142857,0.6568290087548401,0,0.21128661105559612,10.971792086402278,0.7314528057601519,122
R_1HotIA3syHobFfp,1,1,0.14126845317443557,0.14264941235508305,0.0,0.0,0.0,0.057740330653536856,1.0,0.7140678459655424,1,0.18636154284517667,18.211304653212824,1.2140869768808549,332
