Survey ResponseID,Prime,Free Trial,Email CTC,Display Ad CTC,Video Ad CTC,Search Engine Ad CTC,Social Media Ad CTC,Average CTC,Express Shipping,Cart Abandonment Rate,Check Review,Refund rate,Time in Cart,Time on Page,RFM,Recency_category,Frequency_category,Monetary_category,Pct Discount,Category,Cat_Urgency,Cat_Impulse,Cat_Indecisive,Cat_Category,Cat_Discount,Cat_Engagement,Cat_High_Value_F,Cat_High_Value_M
R_12KdI9rASwBsy9C,0,0,0.023444196849181,0.0,0.0,0.0,0.0,0.0,0.4673913043478261,0.7472424001220315,0,0.3573531358154851,11.868356969726964,0.7912237979817975,322,3,2,2,0.4048442906574394,,0,1,0,0,1,1,0,0
R_12L1tdacu5Cc4GE,1,1,0.0663407489754397,0.0175295995441045,0.0,0.2945747273273431,0.0,0.0756911908334953,1.0,0.6018852754930129,0,0.0767963424666501,3.065828992618586,0.2043885995079057,232,2,3,2,0.4216478190630048,,0,1,0,0,1,1,1,0
R_12QFQ7lCIls8sRd,1,1,0.0,0.031245563150845,0.0,0.0,0.0,0.0,1.0,0.717346783835321,1,0.2624302623869329,52.3921069910434,3.4928071327362264,332,3,3,2,0.4336734693877551,,0,0,0,0,1,1,1,0
R_12Qo1HO9MWmZ5Az,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7442137913091367,1,0.1955678805752577,22.383680657072112,1.4922453771381408,333,3,3,3,0.4194029850746268,,0,0,0,0,1,0,1,1
R_12ljGcF6IQM7Tee,1,1,0.0,0.0101596776481622,0.0,0.0,0.0462687607753777,0.0,1.0,0.6776348446808005,1,0.160285734443519,42.07641628937373,2.8050944192915823,312,3,1,2,0.5588235294117647,,0,0,0,0,1,1,0,0
R_12mMk3Dq3Oo4HJb,1,1,0.0,0.0,0.0,0.0324793101728575,0.0,0.0,1.0,0.6070791311060679,1,0.1277341376913723,33.78227996301295,2.2521519975341966,322,3,2,2,0.3924050632911392,,0,0,0,0,0,1,0,0
R_12nXZsYjzaL70kr,1,1,0.0247832892102674,0.0,0.0,0.0,0.0,0.0,1.0,0.7830800472603711,0,0.3081497322466102,13.665816185749126,0.911054412383275,311,3,1,1,0.5324675324675324,,0,1,0,0,1,1,0,0
R_12osmPZNBfvNohz,1,1,0.0200141871548213,0.0128771138415952,0.0,0.0,0.0147901566473486,0.0,1.0,0.6185664251536355,1,0.0772703974416879,38.24153068904108,2.549435379269405,322,3,2,2,0.4397163120567376,,0,0,0,0,1,1,0,0
R_12sOXAypdX0UEMp,0,0,0.0806007010035447,0.0,0.0,0.0,0.0552901962766633,0.0275038213500512,0.8,0.6453287259694708,0,0.1332453264322544,1.3898318842967343,0.0926554589531156,113,1,1,3,0.5,,1,1,0,0,1,1,0,1
R_1BNwZP0DdTOa4rT,1,1,0.0,0.0,0.0,0.0,0.0247497866760273,0.0,1.0,0.7285771493814005,0,0.2374767286779089,3.272020419469012,0.2181346946312674,332,3,3,2,0.4294670846394984,,0,1,0,0,1,1,1,0
R_1BSmAJ72u4DLEly,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7714483466036376,0,0.1676309301128911,0.6942294853024793,0.0462819656868319,212,2,1,2,0.5211267605633803,,0,1,0,0,1,0,0,0
R_1C1uOKUbDpVlGeM,1,1,0.0,0.0,0.0,0.0,0.0808285455588105,0.0,1.0,0.7926873807453081,0,0.2842689095700704,5.902981302046302,0.3935320868030868,322,3,2,2,0.3988439306358382,,0,1,0,0,0,1,0,0
R_1C4nKyrv0w2thJn,1,1,0.0420751446240564,0.015571489460885,0.0,0.0,0.0,0.0,1.0,0.6519381533230438,0,0.0984520912433791,7.381954376913279,0.4921302917942186,333,3,3,3,0.422562893081761,,0,1,0,0,1,1,1,1
R_1C7NqhhPa152vIZ,0,1,0.0,0.1041424552301583,0.0,0.0,0.0227816220479106,0.0278409389951644,0.5053763440860215,0.7809297604887672,0,0.2565385967762729,4.748406648132385,0.3165604432088257,323,3,2,3,0.5016393442622951,,1,1,0,0,1,1,0,1
R_1CDqTWLWIk642Vp,1,1,0.0601533792794642,0.0,0.0300635551379992,0.0,0.0,0.0203407385620994,1.0,0.6820967734818384,1,0.2389261934879068,26.46836797861401,1.764557865240934,332,3,3,2,0.4350282485875706,,0,0,0,0,1,1,1,0
R_1CDsrhMg50NRqDR,1,1,0.0,0.0,0.0290865318469284,0.0,0.0,0.0,1.0,0.6924216682846647,0,0.2099210555558645,6.618404992948053,0.4412269995298701,113,1,1,3,0.4736842105263157,,0,1,0,0,1,1,0,1
R_1CEeWOcxWHKG89k,1,1,0.0810139402971743,0.0,0.0090055141204985,0.0,0.0,0.0,1.0,0.4837715454167042,0,0.0995891234178303,4.947042602013738,0.3298028401342492,113,1,1,3,0.3529411764705882,,0,1,0,0,0,1,0,1
R_1CIOVoUy3w1iF6O,0,1,0.12195576522867,0.0,0.0392120687749338,0.0,0.0,0.0347590546589776,0.5350877192982456,0.7020123742472703,0,0.2476444703425401,11.73610624811619,0.782407083207746,222,2,2,2,0.4065934065934066,,1,1,0,0,1,1,0,0
R_1CIQjlABWt7jZWc,1,1,0.2017664848562941,0.0,0.0,0.0249887177905095,0.0,0.0454066062876716,1.0,0.6853197555689391,0,0.1196767478358841,2.278472217309433,0.1518981478206288,331,3,3,1,0.3952879581151832,,0,1,0,0,0,1,1,0
R_1CIacB07yGtR0gk,1,1,0.1094265867284557,0.0,0.0,0.0,0.0,0.0228816207515546,1.0,0.8791595757610722,1,0.6080208404753062,24.307253936620967,1.6204835957747312,122,1,2,2,0.3529411764705882,,0,0,0,0,0,1,0,0
R_1CJ6LgP7rtL24ny,1,1,0.0308372122022087,0.0,0.0126850364634269,0.0,0.0,0.0,1.0,0.6071848096472326,0,0.1028611903679494,1.162138032169635,0.077475868811309,312,3,1,2,0.3709677419354839,,0,1,0,0,0,1,0,0
R_1Cew4e6dmKZSryU,0,1,0.0356751409177698,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,0.6231262250945965,1,0.0965085774287802,65.0121950938098,4.33414633958732,212,2,1,2,0.4108910891089108,,0,0,0,0,1,1,0,0
R_1CjWIsByjtP0GxZ,1,1,0.0235435813933011,0.0,0.0,0.0,0.0,0.0,1.0,0.7490505528937045,1,0.2231443943007761,22.19225664362267,1.4794837762415114,332,3,3,2,0.4268292682926829,,0,0,0,0,1,1,1,0
R_1CjrqlIqihbkYgk,1,1,0.0639092553046834,0.1260776864838697,0.0276660814003445,0.0,0.1846024823160991,0.0804676218757803,1.0,0.5871803465607864,0,0.0324305068154852,3.3230916075882893,0.2215394405058859,332,3,3,2,0.3944954128440367,,0,0,0,0,0,1,1,0
R_1ClqO4ZMDuwGjfl,1,1,0.0,0.0,0.3403096183539727,0.0628451229085542,0.0,0.0811957134837785,1.0,0.6756747409195057,0,0.1138728149615104,0.0830613056390321,0.0055374203759354,332,3,3,2,0.4357894736842105,,0,1,0,0,1,1,1,0
R_1CwjzRpr3YtQm10,1,1,0.1050669145930063,0.0116976717738999,0.0,0.0,0.0,0.0233640447848765,1.0,0.6690786883121341,1,0.1920193941066167,25.34845166229189,1.689896777486126,323,3,2,3,0.3666666666666666,,0,0,0,0,0,1,0,1
R_1CyB9f5zdimvkgY,0,0,0.1628766643256915,0.0723245043361607,0.0,0.0,0.0,0.0511121211710908,0.4155844155844156,0.727893471209455,1,0.1653419407576196,18.40643861080567,1.2270959073870449,222,2,2,2,0.3602941176470588,,0,0,0,0,0,1,0,0
R_1DBjajUfMYmS4cI,0,1,0.0,0.1962190351848577,0.0,0.0583252028474489,0.0,0.052119644046002,0.5862068965517241,0.5769046150369854,1,0.0581001367571909,19.584943631819986,1.305662908787999,111,1,1,1,0.4509803921568627,,1,0,0,0,1,1,0,0
R_1DJdUrYA1I0QAKh,1,1,0.132963097726603,0.0,0.0,0.0208131053112674,0.0,0.0309895407748458,1.0,0.7240455222717891,1,0.3467957068957066,22.128217890652703,1.4752145260435134,331,3,3,1,0.4025670945157526,,0,0,0,0,1,1,1,0
R_1DLRE54vbCjvb6t,1,1,0.0,0.0300313543577602,0.0,0.0,0.0157001162663832,0.0,1.0,0.7952224568555272,0,0.3770520818325154,1.1539389827069453,0.0769292655137963,332,3,3,2,0.4008016032064128,,0,1,0,0,1,1,1,0
R_1DO3QSVDoDTYM4y,1,1,0.0236469072129838,0.0,0.0,0.0,0.0,0.0,1.0,0.6723014658189087,0,0.1903824085839256,6.658390086243487,0.4438926724162325,311,3,1,1,0.4912280701754385,,0,1,0,0,1,1,0,0
R_1DTocDmr98DeSu5,1,1,0.0315785418466467,0.0,0.0132180444213221,0.0,0.0,0.0,1.0,0.610651194765784,0,0.0059447499288609,1.8472515690667448,0.1231501046044496,332,3,3,2,0.4492537313432835,,0,0,0,0,1,1,1,0
R_1DYWdbAMt6LyCZH,1,1,0.0210450979982601,0.0,0.0,0.0,0.0194932153117059,0.0,1.0,0.8440336059633031,1,0.4868868426598127,29.82794357487334,1.9885295716582227,131,1,3,1,0.4931506849315068,,0,0,0,0,1,1,1,0
R_1DYjkc1gJNvrzzL,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8395275006277095,0,0.463408790804092,14.644517875685612,0.976301191712374,323,3,2,3,0.4043392504930966,,0,1,0,0,1,0,0,1
R_1DonBwcSlvKQtt9,1,1,0.1644288360036088,0.0,0.0189867235040091,0.0,0.0493738140230551,0.0505959186741023,1.0,0.624753217082946,0,0.083579510999647,6.027282018769514,0.401818801251301,321,3,2,1,0.4210526315789473,,0,1,0,0,1,1,0,0
R_1DqZfuFgEoydLGw,1,1,0.0,0.0537197952212072,0.0,0.0,0.0,0.0,1.0,0.7326075265364995,0,0.2105055174160367,0.9850209870717432,0.0656680658047828,322,3,2,2,0.3972602739726027,,0,1,0,0,0,1,0,0
R_1DuNz7P7ow9xvT2,0,1,0.0954365125030621,0.0,0.0,0.0,0.0,0.0,0.5,0.8330870550903625,0,0.4631293917736651,5.587325256155306,0.3724883504103537,321,3,2,1,0.376,,1,1,0,0,0,1,0,0
R_1DuoH6Bkf22R6Ck,1,1,0.0,0.0,0.0084012131893481,0.0300669658405133,0.0,0.0,1.0,0.657348042991501,0,0.1438197700550477,5.899713197761971,0.3933142131841313,322,3,2,2,0.4072727272727273,,0,1,0,0,1,1,0,0
R_1Duw20LaOXMnKSN,1,1,0.0,0.0,0.01002462220101,0.0,0.0,0.0,1.0,0.756229303353571,1,0.2491510817606774,19.61813675936612,1.3078757839577408,222,2,2,2,0.3982300884955752,,0,0,0,0,0,1,0,0
R_1E09cCgzMzFPS25,1,1,0.0,0.0,0.0092807549519946,0.0,0.0,0.0,1.0,0.6177026748848585,0,0.1009444460496039,15.2233403838903,1.01488935892602,322,3,2,2,0.4100856327307326,,0,1,0,0,1,1,0,0
R_1E0ZZlhukNsNc7w,0,1,0.0,0.0989239601667612,0.0,0.0,0.0,0.0211671320934097,0.5555555555555556,0.7214197056295562,1,0.2618278438659739,32.733778686022724,2.1822519124015147,113,1,1,3,0.5,,0,0,0,0,1,1,0,1
R_1E3TJBNJVtr3tcD,1,1,0.0359529844573503,0.0,0.0,0.1527175081285848,0.0,0.0379573165992763,1.0,0.7056985872210824,0,0.1263689678571158,9.585992000644646,0.6390661333763098,333,3,3,3,0.4075508228460794,,0,1,0,0,1,1,1,1
R_1E53RXpod4qfyA7,1,1,0.0759983040280221,0.0,0.0,0.1138712914794671,0.0704692434977978,0.0524725629396478,1.0,0.6952856828216087,0,0.1754869509965589,1.9105859042325288,0.1273723936155019,322,3,2,2,0.364,,0,1,0,0,0,1,0,0
R_1E5RqOd5LIHJqSq,1,1,0.0595508763766527,0.0,0.0,0.0,0.0,0.0,1.0,0.7397212148594079,1,0.2536289719421624,18.73689516474899,1.2491263443165994,322,3,2,2,0.4107142857142857,,0,0,0,0,1,1,0,0
R_1E5U50Tc4uzCeY2,0,1,0.0,0.0,0.0,0.0,0.0775103239476859,0.0,0.5416666666666666,0.686391153786948,1,0.2257838020976232,21.455891296152963,1.430392753076864,112,1,1,2,0.4838709677419355,Home,0,0,0,1,1,1,0,0
R_1E6GWpRjzjM8bNK,1,1,0.1248251224773835,0.0,0.0,0.0,0.0,0.0264042111041657,1.0,0.7541043889371525,0,0.3262392474184765,12.358312423287432,0.8238874948858288,312,3,1,2,0.5098039215686274,,0,1,0,0,1,1,0,0
R_1E7ooGdyrfxLePW,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4565217391304347,0.7262754354781196,1,0.2242930820230809,22.108349500820463,1.4738899667213643,211,2,1,1,0.3033707865168539,,0,0,0,0,0,0,0,0
R_1Eb0TuKdBzAPRU5,0,0,0.0,0.0,0.0,0.0,0.0271388264513253,0.0,0.4918918918918919,0.5209830005469352,0,0.061952088438303,10.212220972654167,0.6808147315102779,222,2,2,2,0.4758620689655172,,0,1,0,0,1,1,0,0
R_1Eizh6ntwqDN9K1,1,1,0.0,0.0,0.0,0.0209967018526243,0.0,0.0,1.0,0.701546223872974,0,0.2609231522568822,11.095182581659005,0.739678838777267,322,3,2,2,0.4867256637168141,,0,1,0,0,1,1,0,0
R_1F2tvNSRK2zrouN,0,1,0.04081102369888,0.0,0.0,0.0,0.0,0.0,0.4890510948905109,0.7627260332206165,0,0.2314044640832559,8.36721290862641,0.5578141939084273,322,3,2,2,0.3582089552238806,,0,1,0,0,0,1,0,0
R_1F35QiIK5csZBEC,1,1,0.0344934634768597,0.0,0.0,0.0,0.0165366920652997,0.0,1.0,0.7523562403212078,0,0.2995908141171668,0.3862166098517059,0.0257477739901137,332,3,3,2,0.4435857805255023,,0,1,0,0,1,1,1,0
R_1F57CbiIhh4rOKq,1,1,0.0315380881400991,0.014447011355091,0.0051452759958061,0.0774433774882487,0.0,0.0263477543276031,1.0,0.7574452069202513,0,0.2610938849776197,1.7125115278779877,0.1141674351918658,222,2,2,2,0.4084507042253521,,0,1,0,0,1,1,0,0
R_1F5LdE5ipIiHqwA,1,1,0.0522847272082581,0.0,0.0,0.087315947568167,0.0,0.0298318200565849,1.0,0.7474594220084685,0,0.2376013230689331,0.4790052193958073,0.0319336812930538,312,3,1,2,0.5058823529411764,,0,1,0,0,1,1,0,0
R_1F8kBHmvN5XyD9g,1,1,0.0,0.0,0.0,0.0436916662687854,0.0,0.0,1.0,0.6666843608192965,0,0.1292495542180878,15.175943263913242,1.0117295509275497,222,2,2,2,0.3818897637795275,"Health, Household & Personal Care",0,1,0,1,0,1,0,0
R_1FCKkx02ayJ8GvV,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7387122676705864,0,0.1000259896012669,5.6609506319264975,0.3773967087950998,331,3,3,1,0.4127310061601643,,0,1,0,0,1,0,1,0
R_1FCYNIyA9OC3dAo,1,1,0.0255831324264591,0.0,0.0196762080657026,0.0344253467690295,0.0220681258708906,0.0205278548695195,1.0,0.6862368730408183,0,0.1236027316870408,10.65655765701285,0.7104371771341901,332,3,3,2,0.4725274725274725,,0,1,0,0,1,1,1,0
